Joueur,1stIn,1stWon,2ndWon,SvGms,ace,bpFaced,bpSaved,df,ht,minutes,rank,rank_points,surface_winrate,Toutes,surface_winrate_lastear,svpt,total_games,age,player_url,residence,birthplace,birthdate,turned_pro,weight_kg,backhand,winner,vic_tournoi_A,vic_tournoi_F,vic_tournoi_G,vic_tournoi_M,vic_tournoi_carpet,vic_tournoi_clay,vic_tournoi_grass,vic_tournoi_hard,hand,country,Clay,Grass,Hard
Roberto Bautista Agut,52,37,15,13,3,7,4,2,183,112,26,1823,0.6041239378824564,0.6142718964958098,0.5430650124582335,80,26,34.7,http://www.atpworldtour.com/en/players/roberto-bautista-agut/bd06/overview,"Castellon de la Plana, Spain","Castellon de la Plana, Spain",1988-04-14,2005.0,76.0,Two-Handed Backhand,Roberto Bautista Agut,10.0,,,,,1.0,1.0,8.0,R,ESP,0.5726495726495726,0.6976744186046512,0.6164383561643836
Roberto Carballes Baena,48,33,14,12,3,8,4,3,183,116,99,666,0.3275010617189801,0.3501713886590011,0.2904291979949874,79,25,28.4,http://www.atpworldtour.com/en/players/roberto-carballes-baena/cf59/overview,"Granada, Spain","Tenerife, Spain",1993-03-23,2011.0,76.0,Two-Handed Backhand,Roberto Carballes Baena,1.0,,,,,1.0,,,R,ESP,0.3934426229508196,0.0,0.3809523809523809
Robin Haase,48,35,16,13,6,7,5,3,190,104,80,770,0.3877930796507,0.391511606935736,0.0509555622803137,81,26,35.1,http://www.atpworldtour.com/en/players/robin-haase/h756/overview,"Turnhout, Belgium","The Hague, The Netherlands",1987-04-06,2005.0,71.0,Two-Handed Backhand,Robin Haase,2.0,,,,,2.0,,,R,NED,0.4608695652173913,0.3846153846153846,0.3616071428571428
Robin Soderling,47,36,16,12,9,6,4,3,193,100,24,2559,0.6468462180393056,0.5738957680250785,0.7619784099279449,78,25,26.9,http://www.atpworldtour.com/en/players/robin-soderling/sa49/overview,"Monte Carlo, Monaco","Tibro, Sweden",1984-08-14,2001.0,87.0,Two-Handed Backhand,Robin Soderling,8.0,,,1.0,2.0,3.0,,4.0,R,SWE,0.5972222222222222,0.5,0.56
Roger Federer,50,39,17,13,8,4,3,2,185,106,3,7692,0.844974500355477,0.8413841281776564,0.5390591159034033,79,27,38.4,http://www.atpworldtour.com/en/players/roger-federer/f324/overview,Switzerland,"Basel, Switzerland",1981-08-08,1998.0,85.0,One-Handed Backhand,Roger Federer,35.0,4.0,15.0,24.0,1.0,6.0,15.0,56.0,R,SUI,0.7860696517412935,0.9013157894736842,0.8544600938967136
Ruben Ramirez Hidalgo,44,29,16,12,3,9,5,4,183,110,97,546,0.3010552174086008,0.2990566612609956,0.3531662489557226,80,24,36.0,http://www.atpworldtour.com/en/players/ruben-ramirez-hidalgo/r383/overview,"Alicante, Spain","Alicante, Spain",1978-01-06,1998.0,74.0,Two-Handed Backhand,,,,,,,,,,R,ESP,0.3866666666666666,0.0,0.1764705882352941
Ryan Harrison,49,36,16,13,7,7,5,4,183,108,107,637,0.4104529401269582,0.4117830347977251,0.2770301516833148,82,26,27.7,http://www.atpworldtour.com/en/players/ryan-harrison/h940/overview,"Austin, TX, USA","Shreveport, LA, USA",1992-05-07,2007.0,84.0,Two-Handed Backhand,Ryan Harrison,1.0,,,,,,,1.0,R,USA,0.3157894736842105,0.3478260869565217,0.4430379746835443
Sam Querrey,49,38,17,13,12,6,3,3,198,101,50,1167,0.5172226199662224,0.5296448932667221,0.0659333695455368,82,27,33.6,http://www.atpworldtour.com/en/players/sam-querrey/q927/overview,"Santa Monica, CA, USA","San Francisco, CA, USA",1987-10-07,2006.0,95.0,Two-Handed Backhand,Sam Querrey,9.0,,,,,1.0,1.0,7.0,R,USA,0.4313725490196077,0.6170212765957447,0.5311720698254365
Santiago Giraldo,49,34,15,12,4,7,4,2,188,105,76,773,0.3881365182464871,0.3999623365883167,0.1301498127340823,80,26,31.9,http://www.atpworldtour.com/en/players/santiago-giraldo/g725/overview,"Pereira, Colombia","Pereira, Colombia",1987-11-27,2004.0,75.0,Two-Handed Backhand,,,,,,,,,,R,COL,0.4820143884892086,0.4285714285714285,0.3333333333333333
Sebastian Korda,51,37,15,12,6,7,4,2,196,113,65,1069,0.6060223856325806,0.348111658456486,0.6411014836969271,80,25,22.2,,,,,,,,Sebastian Korda,1.0,,,,,1.0,,,R,USA,0.0,0.0,0.5
Sebastien Grosjean,50,36,20,14,6,7,4,2,175,121,63,904,0.4903099716529853,0.5223749007992744,0.3809624697336561,88,28,30.1,http://www.atpworldtour.com/en/players/sebastien-grosjean/g379/overview,"Boca Raton, Florida, USA","Marseille, France",1978-05-29,1996.0,73.0,Two-Handed Backhand,Sebastien Grosjean,1.0,,,,1.0,,,,R,FRA,0.5384615384615384,0.625,0.4782608695652174
Sergiy Stakhovsky,51,36,15,13,6,7,4,3,193,107,85,706,0.3667024157654674,0.3643262712394356,0.1211529356060606,82,27,33.1,http://www.atpworldtour.com/en/players/sergiy-stakhovsky/sc77/overview,"Kharkov, Ukraine","Kiev, Ukraine",1986-01-06,2003.0,80.0,One-Handed Backhand,Sergiy Stakhovsky,4.0,,,,,,1.0,3.0,R,UKR,0.28125,0.4324324324324323,0.38860103626943
Simon Greul,45,30,16,12,3,8,5,4,185,101,80,619,0.3087706548347613,0.2288781163434903,0.3940058479532163,79,24,29.2,http://www.atpworldtour.com/en/players/simon-greul/g511/overview,"Stuttgart, Germany","Stuttgart, Germany",1981-04-13,2000.0,80.0,,,,,,,,,,,R,GER,0.1818181818181818,0.0,0.3157894736842105
Simone Bolelli,52,37,15,13,4,7,4,2,183,112,83,717,0.3847510425548574,0.3847089584030356,0.3712688698490411,82,27,32.0,http://www.atpworldtour.com/en/players/simone-bolelli/ba98/overview,"Monte Carlo, Monaco","Bologna, Italy",1985-10-08,2003.0,83.0,One-Handed Backhand,,,,,,,,,,R,ITA,0.431578947368421,0.4399999999999999,0.3548387096774194
Somdev Devvarman,45,31,15,11,4,7,4,2,180,103,174,448,0.3587952898550725,0.3676370936153544,0.2292753623188405,75,24,29.8,http://www.atpworldtour.com/en/players/somdev-devvarman/d616/overview,"Charlottesville,VA, U.S.A.","Assam, India",1985-02-13,2008.0,73.0,Two-Handed Backhand,,,,,,,,,,R,IND,0.2,0.25,0.4054054054054054
Soon Woo Kwon,44,31,14,12,5,6,3,3,180,104,80,796,0.4435810091547796,0.3026538678712591,0.5272727272727273,74,24,24.6,http://www.atpworldtour.com/en/players/soon-woo-kwon/kf17/overview,"Seoul, South Korea","Sangju, South Korea",1997-12-02,2015.0,72.0,Two-Handed Backhand,Soon Woo Kwon,2.0,,,,,,,2.0,R,KOR,0.0,0.0,0.3478260869565217
Stan Wawrinka,52,38,20,14,8,7,4,3,183,120,29,2738,0.6158937929024793,0.6130009813894627,0.3520937871551498,88,29,37.2,http://www.atpworldtour.com/en/players/stan-wawrinka/w367/overview,"St. Barthelemy, Switzerland","Lausanne, Switzerland",1985-03-28,2002.0,81.0,One-Handed Backhand,Stan Wawrinka,11.0,,3.0,1.0,,6.0,,9.0,R,SUI,0.6639004149377593,0.5,0.6307692307692307
Stefan Koubek,47,32,16,12,4,9,5,3,175,98,119,445,0.3702537438586545,0.3145181405895691,0.200609410430839,81,25,33.2,http://www.atpworldtour.com/en/players/stefan-koubek/k310/overview,"Vienna, Austria","Klagenfurt, Austria",1977-01-02,1994.0,68.0,,,,,,,,,,,L,AUT,0.3333333333333333,0.0,0.42
Stefanos Tsitsipas,53,40,17,14,8,5,3,2,193,121,13,4734,0.6684771956610507,0.6157858083088026,0.7334713000214423,83,28,24.2,http://www.atpworldtour.com/en/players/stefanos-tsitsipas/te51/overview,"Athens, Greece","Athens, Greece",1998-08-12,2016.0,83.0,One-Handed Backhand,Stefanos Tsitsipas,6.0,2.0,,2.0,,4.0,1.0,5.0,R,GRE,0.6285714285714286,0.4545454545454545,0.618705035971223
Stephane Robert,44,30,17,13,4,9,5,5,185,101,115,573,0.2607884539702721,0.2368634654818865,0.1340058750773036,83,26,37.0,http://www.atpworldtour.com/en/players/stephane-robert/r612/overview,"Valletta, Malta","Montargis, France",1980-05-17,2001.0,77.0,Two-Handed Backhand,,,,,,,,,,R,FRA,0.1052631578947368,0.25,0.3157894736842105
Steve Darcis,50,35,16,13,5,7,4,2,178,108,92,670,0.4433741421976716,0.4409421577939202,0.2467032967032967,82,27,33.2,http://www.atpworldtour.com/en/players/steve-darcis/d632/overview,"Anthisnes, Belgium","Liege, Belgium",1984-03-13,2003.0,77.0,One-Handed Backhand,Steve Darcis,1.0,,,,,,,1.0,R,BEL,0.4385964912280701,0.4827586206896552,0.4403669724770641
Steve Johnson,50,37,19,13,8,6,4,3,188,111,68,970,0.4657660530906427,0.4810514802416777,0.3662886084628445,85,27,32.6,http://www.atpworldtour.com/en/players/steve-johnson/j386/overview,"Redondo Beach, CA, USA","Orange, CA, USA",1989-12-24,2012.0,86.0,Two-Handed Backhand,Steve Johnson,3.0,,,,,2.0,1.0,,R,USA,0.4807692307692307,0.5454545454545454,0.4688995215311005
Taro Daniel,48,34,14,12,3,8,5,3,191,114,113,559,0.3156336960842775,0.306173288113695,0.392000622923588,80,25,29.6,http://www.atpworldtour.com/en/players/taro-daniel/da81/overview,"Valencia, Spain","New York, NY, USA",1993-01-27,2010.0,76.0,Two-Handed Backhand,Taro Daniel,1.0,,,,,1.0,,,R,JPN,0.3541666666666667,0.0,0.2909090909090909
Tatsuma Ito,47,29,21,13,4,11,7,3,180,105,118,485,0.2570276644569097,0.2712699944842802,0.0,86,26,27.3,http://www.atpworldtour.com/en/players/tatsuma-ito/i230/overview,"Tokyo, Japan","Mie, Japan",1988-05-18,2006.0,75.0,Two-Handed Backhand,,,,,,,,,,R,JPN,0.25,0.3333333333333333,0.2653061224489796
Taylor Dent,46,36,18,13,8,5,3,6,188,99,142,694,0.4374864266168614,0.5175167574361123,0.351468097120271,82,26,29.3,http://www.atpworldtour.com/en/players/taylor-dent/d362/overview,"Bradenton, FL, USA","Newport Beach, CA, USA",1981-04-24,1998.0,88.0,One-Handed Backhand,,,,,,,,,,R,USA,0.0,0.5,0.5483870967741935
Taylor Fritz,48,35,16,12,9,5,3,2,193,104,56,1400,0.5176443053906156,0.4312560945085182,0.6799325722631068,79,25,24.9,http://www.atpworldtour.com/en/players/taylor-fritz/fb98/overview,"Palos Verdes, CA, USA","Rancho Santa Fe, CA, USA",1997-10-28,2015.0,84.0,Two-Handed Backhand,Taylor Fritz,3.0,,,1.0,,,1.0,3.0,R,USA,0.5555555555555556,0.35,0.4308943089430894
Tennys Sandgren,57,40,22,15,9,6,4,4,188,131,72,845,0.3539633009789167,0.3936147539496834,0.2575354609929078,96,30,30.2,http://www.atpworldtour.com/en/players/tennys-sandgren/sl08/overview,"Gallatin, TN, USA","Gallatin, TN, USA",1991-07-22,2011.0,87.0,Two-Handed Backhand,Tennys Sandgren,1.0,,,,,,,1.0,R,USA,0.2941176470588235,0.3333333333333333,0.4130434782608695
Teymuraz Gabashvili,47,32,17,12,5,9,5,5,188,110,90,626,0.3363831894384632,0.34160615926723,0.0179045092838196,82,26,32.0,http://www.atpworldtour.com/en/players/teymuraz-gabashvili/g681/overview,"Moscow, Russia","Tbilisi, Georgia",1985-05-23,2001.0,83.0,Two-Handed Backhand,,,,,,,,,,R,RUS,0.3896103896103896,0.0909090909090909,0.3157894736842105
Thanasi Kokkinakis,55,40,19,14,14,5,3,5,196,132,322,269,0.4109848484848484,0.3887217326933638,0.3542240587695132,87,30,21.3,http://www.atpworldtour.com/en/players/thanasi-kokkinakis/kd46/overview,"Adelaide, Australia","Adelaide, Australia",1996-04-10,2013.0,82.0,Two-Handed Backhand,,,,,,,,,,R,AUS,0.2222222222222222,0.3333333333333333,0.4042553191489361
Thiago Monteiro,50,36,14,13,5,7,4,2,183,112,98,642,0.3243809523809523,0.2504901885340515,0.3778603034134007,78,26,28.0,http://www.atpworldtour.com/en/players/thiago-monteiro/mj08/overview,"Rio de Janeiro, Brazil","Fortaleza, Brazil",1994-05-31,2011.0,78.0,Two-Handed Backhand,,,,,,,,,,L,BRA,0.4347826086956521,0.0,0.12
Thiemo De Bakker,45,32,15,12,7,7,5,2,193,100,140,505,0.3613177179962893,0.3806474233529028,0.3473333333333333,77,24,25.4,,,,,,,,,,,,,,,,,R,NED,0.4523809523809524,0.3846153846153846,0.3424657534246575
Thomas Johansson,48,35,18,13,8,6,4,2,180,107,43,985,0.4672688711590496,0.510055859195685,0.3153396020243846,82,26,33.2,http://www.atpworldtour.com/en/players/thomas-johansson/j129/overview,"Monte Carlo, Monaco","Linkoping, Sweden",1975-03-24,1994.0,80.0,Two-Handed Backhand,Thomas Johansson,1.0,,,,1.0,,,,R,SWE,0.4375,0.6923076923076923,0.4411764705882353
Thomaz Bellucci,48,34,17,13,6,7,4,4,188,117,59,945,0.4215345268146893,0.4385419486531721,0.1226661444052748,82,27,30.1,http://www.atpworldtour.com/en/players/thomaz-bellucci/bd20/overview,"Sao Paulo, Brazil","Tiete, Brazil",1987-12-30,2005.0,82.0,Two-Handed Backhand,Thomaz Bellucci,4.0,,,,,4.0,,,L,BRA,0.5232558139534884,0.3333333333333333,0.358974358974359
Tim Henman,49,35,15,12,5,7,5,3,185,107,32,1353,0.4996036464526358,0.5627394636015326,0.4844006568144499,79,25,31.4,http://www.atpworldtour.com/en/players/tim-henman/h336/overview,"London, England","Oxford, England",1974-09-06,1993.0,77.0,One-Handed Backhand,,,,,,,,,,R,GBR,0.25,0.6,0.6111111111111112
Tim Smyczek,49,33,17,13,5,9,5,3,175,109,128,482,0.2918621141049415,0.3025214430321492,0.2881414701803051,84,26,28.6,http://www.atpworldtour.com/en/players/tim-smyczek/sf62/overview,"Tampa, FL, USA","Milwaukee, WI, USA",1987-12-30,2006.0,73.0,Two-Handed Backhand,,,,,,,,,,R,USA,0.1428571428571428,0.2222222222222222,0.3150684931506849
Tobias Kamke,44,28,15,11,2,8,5,3,180,100,93,592,0.3255578093306288,0.3198268842420689,0.0514705882352941,75,23,28.7,http://www.atpworldtour.com/en/players/tobias-kamke/k839/overview,"Hamburg, Germany","Lubeck, Germany",1986-05-21,2004.0,76.0,Two-Handed Backhand,,,,,,,,,,R,GER,0.3142857142857143,0.3888888888888888,0.313953488372093
Tomas Berdych,44,33,17,12,8,5,3,3,196,105,13,3165,0.632853047662023,0.6389843000513091,0.4275320838692893,75,25,32.5,http://www.atpworldtour.com/en/players/tomas-berdych/ba47/overview,"Monte Carlo, Monaco","Valasske Mezirici, CZE",1985-09-17,2002.0,91.0,Two-Handed Backhand,Tomas Berdych,12.0,,,1.0,1.0,2.0,1.0,9.0,R,CZE,0.6269430051813472,0.6790123456790124,0.6319845857418112
Tommy Haas,48,36,16,13,7,6,4,3,188,103,53,1454,0.5669174414469231,0.5825866654665699,0.1140176962149762,79,25,35.3,http://www.atpworldtour.com/en/players/tommy-haas/h355/overview,"Bradenton & Los Angeles, USA","Hamburg, Germany",1978-04-03,1996.0,84.0,One-Handed Backhand,Tommy Haas,9.0,,,,,2.0,2.0,5.0,R,GER,0.573170731707317,0.6590909090909091,0.5843621399176955
Tommy Paul,48,36,17,13,4,5,4,1,185,113,62,1083,0.5094896300882217,0.4146341463414633,0.5677016645326505,81,25,25.2,http://www.atpworldtour.com/en/players/tommy-paul/pl56/overview,"Greenville, NC, USA","Voorhees, NJ, USA",1997-05-17,2015.0,78.0,Two-Handed Backhand,Tommy Paul,1.0,,,,,,,1.0,R,USA,0.3333333333333333,0.0,0.4390243902439024
Tommy Robredo,47,34,14,12,4,6,4,2,180,103,38,1620,0.555798757947193,0.5637497605930625,0.1359015881687282,74,24,34.9,http://www.atpworldtour.com/en/players/tommy-robredo/r419/overview,"San Cugat del Valles, Spain","Hostalric, Spain",1982-05-01,1998.0,75.0,One-Handed Backhand,Tommy Robredo,9.0,,,1.0,,9.0,,1.0,R,ESP,0.6278026905829597,0.4444444444444444,0.5313653136531366
Ugo Humbert,53,37,15,13,8,7,4,3,188,117,46,1269,0.4181565170940171,0.420026455026455,0.3902777777777777,81,27,22.8,,,,,,,,Ugo Humbert,3.0,,,,,,1.0,2.0,L,FRA,0.2,0.5555555555555556,0.4897959183673469
Vasek Pospisil,51,39,19,14,10,5,3,4,193,111,72,821,0.4114258606668474,0.4403806692973113,0.0486461251167133,88,29,26.7,http://www.atpworldtour.com/en/players/vasek-pospisil/pd07/overview,"Freeport, The Bahamas","Vernon, Canada",1990-06-23,2007.0,84.0,Two-Handed Backhand,,,,,,,,,,R,CAN,0.0,0.3611111111111111,0.4723618090452261
Victor Estrella,49,34,14,12,4,9,5,3,173,96,71,775,0.3472403474376172,0.3984314233860513,0.1810344827586206,80,25,34.9,,,,,,,,Victor Estrella,3.0,,,,,3.0,,,R,DOM,0.5789473684210527,0.25,0.3142857142857143
Victor Hanescu,49,34,11,12,3,8,5,2,198,97,65,949,0.3917272146433351,0.393331521899861,0.380915428455119,74,24,29.7,http://www.atpworldtour.com/en/players/victor-hanescu/h528/overview,"Bucharest, Romania","Bucharest, Romania",1981-07-21,2000.0,88.0,One-Handed Backhand,Victor Hanescu,1.0,,,,,1.0,,,R,ROU,0.4841269841269841,0.1538461538461538,0.3173076923076923
Viktor Troicki,47,34,14,12,10,6,4,3,193,103,39,1326,0.4742118704414254,0.4803655184902821,0.151673640167364,77,25,30.8,http://www.atpworldtour.com/en/players/viktor-troicki/t840/overview,"Belgrade, Serbia","Belgrade, Serbia",1986-02-10,2006.0,86.0,Two-Handed Backhand,Viktor Troicki,5.0,,,,,2.0,,3.0,R,SRB,0.475,0.4509803921568627,0.4969512195121951
Vincent Spadea,45,28,14,11,2,11,7,3,183,95,63,706,0.3373354076479076,0.3051832426832426,0.0227272727272727,78,23,32.5,http://www.atpworldtour.com/en/players/vincent-spadea/s544/overview,"Boca Raton, Florida, USA","Chicago, Illinois, USA",1974-07-19,1993.0,77.0,Two-Handed Backhand,,,,,,,,,,R,USA,0.2222222222222222,0.1666666666666666,0.4102564102564102
Xavier Malisse,43,32,15,11,7,5,3,2,185,95,64,793,0.458214181090195,0.4635810985735845,0.3490515390121689,71,23,32.9,http://www.atpworldtour.com/en/players/xavier-malisse/m680/overview,"Sarasota, Florida, USA","Kortrijk, Belgium",1980-07-19,1998.0,83.0,Two-Handed Backhand,Xavier Malisse,2.0,,,,,,,2.0,R,BEL,0.3793103448275862,0.5172413793103449,0.5116279069767442
Yen Hsun Lu,48,34,14,12,4,9,6,4,180,124,83,700,0.3416821401413737,0.3454286594417636,0.2213908450704225,79,24,28.3,,,,,,,,,,,,,,,,,R,TPE,0.2272727272727272,0.3541666666666667,0.3493449781659388
