Joueur,1stIn,1stWon,2ndWon,SvGms,ace,bpFaced,bpSaved,df,ht,minutes,rank,rank_points,surface_winrate,surface_winrate_2y_ago,surface_winrate_lastear,svpt,total_games,age,player_url,residence,birthplace,birthdate,turned_pro,weight_kg,backhand,winner,vic_tournoi_A,vic_tournoi_F,vic_tournoi_G,vic_tournoi_M,vic_tournoi_carpet,vic_tournoi_clay,vic_tournoi_grass,vic_tournoi_hard,hand,country
Thanasi Kokkinakis,55,40,19,14,14,5,3,5,196,132,322,269,0.41098484848484845,0.38872173269336385,0.35422405876951324,87,30,21.3,http://www.atpworldtour.com/en/players/thanasi-kokkinakis/kd46/overview,"Adelaide, Australia","Adelaide, Australia",1996-04-10,2013.0,82.0,Two-Handed Backhand,,,,,,,,,,R,AUS
Thiago Monteiro,50,36,14,13,5,7,4,2,183,112,98,642,0.3243809523809523,0.2504901885340515,0.37786030341340077,78,26,28.0,http://www.atpworldtour.com/en/players/thiago-monteiro/mj08/overview,"Rio de Janeiro, Brazil","Fortaleza, Brazil",1994-05-31,2011.0,78.0,Two-Handed Backhand,,,,,,,,,,L,BRA
Thiemo De Bakker,45,32,15,12,7,7,5,2,193,100,140,505,0.36131771799628937,0.3806474233529028,0.3473333333333333,77,24,25.4,,,,,,,,,,,,,,,,,R,NED
Thomas Johansson,48,35,18,13,8,6,4,2,180,107,43,985,0.4672688711590496,0.510055859195685,0.3153396020243846,82,26,33.2,http://www.atpworldtour.com/en/players/thomas-johansson/j129/overview,"Monte Carlo, Monaco","Linkoping, Sweden",1975-03-24,1994.0,80.0,Two-Handed Backhand,Thomas Johansson,1.0,,,,1.0,,,,R,SWE
Thomaz Bellucci,48,34,17,13,6,7,4,4,188,117,59,945,0.4215345268146893,0.43854194865317214,0.12266614440527485,82,27,30.1,http://www.atpworldtour.com/en/players/thomaz-bellucci/bd20/overview,"Sao Paulo, Brazil","Tiete, Brazil",1987-12-30,2005.0,82.0,Two-Handed Backhand,Thomaz Bellucci,4.0,,,,,4.0,,,L,BRA
Tim Henman,49,35,15,12,5,7,5,3,185,107,32,1353,0.4996036464526358,0.5627394636015326,0.48440065681444994,79,25,31.4,http://www.atpworldtour.com/en/players/tim-henman/h336/overview,"London, England","Oxford, England",1974-09-06,1993.0,77.0,One-Handed Backhand,,,,,,,,,,R,GBR
Tim Smyczek,49,33,17,13,5,9,5,3,175,109,128,482,0.29186211410494156,0.30252144303214923,0.2881414701803051,84,26,28.6,http://www.atpworldtour.com/en/players/tim-smyczek/sf62/overview,"Tampa, FL, USA","Milwaukee, WI, USA",1987-12-30,2006.0,73.0,Two-Handed Backhand,,,,,,,,,,R,USA
Tobias Kamke,44,28,15,11,2,8,5,3,180,100,93,592,0.3255578093306288,0.3198268842420689,0.051470588235294115,75,23,28.7,http://www.atpworldtour.com/en/players/tobias-kamke/k839/overview,"Hamburg, Germany","Lubeck, Germany",1986-05-21,2004.0,76.0,Two-Handed Backhand,,,,,,,,,,R,GER
Tomas Berdych,44,33,17,12,8,5,3,3,196,105,13,3165,0.632853047662023,0.6389843000513091,0.42753208386928937,75,25,32.5,http://www.atpworldtour.com/en/players/tomas-berdych/ba47/overview,"Monte Carlo, Monaco","Valasske Mezirici, CZE",1985-09-17,2002.0,91.0,Two-Handed Backhand,Tomas Berdych,12.0,,,1.0,1.0,2.0,1.0,9.0,R,CZE
Tommy Haas,48,36,16,13,7,6,4,3,188,103,53,1454,0.5669174414469231,0.5825866654665699,0.11401769621497623,79,25,35.3,http://www.atpworldtour.com/en/players/tommy-haas/h355/overview,"Bradenton & Los Angeles, USA","Hamburg, Germany",1978-04-03,1996.0,84.0,One-Handed Backhand,Tommy Haas,9.0,,,,,2.0,2.0,5.0,R,GER
Tommy Paul,48,36,17,13,4,5,4,1,185,113,62,1083,0.5094896300882217,0.41463414634146334,0.5677016645326505,81,25,25.2,http://www.atpworldtour.com/en/players/tommy-paul/pl56/overview,"Greenville, NC, USA","Voorhees, NJ, USA",1997-05-17,2015.0,78.0,Two-Handed Backhand,Tommy Paul,1.0,,,,,,,1.0,R,USA
Tommy Robredo,47,34,14,12,4,6,4,2,180,103,38,1620,0.555798757947193,0.5637497605930625,0.13590158816872827,74,24,34.9,http://www.atpworldtour.com/en/players/tommy-robredo/r419/overview,"San Cugat del Valles, Spain","Hostalric, Spain",1982-05-01,1998.0,75.0,One-Handed Backhand,Tommy Robredo,9.0,,,1.0,,9.0,,1.0,R,ESP
Ugo Humbert,53,37,15,13,8,7,4,3,188,117,46,1269,0.4181565170940171,0.420026455026455,0.3902777777777777,81,27,22.8,,,,,,,,Ugo Humbert,3.0,,,,,,1.0,2.0,L,FRA
Vasek Pospisil,51,39,19,14,10,5,3,4,193,111,72,821,0.4114258606668474,0.44038066929731134,0.048646125116713346,88,29,26.7,http://www.atpworldtour.com/en/players/vasek-pospisil/pd07/overview,"Freeport, The Bahamas","Vernon, Canada",1990-06-23,2007.0,84.0,Two-Handed Backhand,,,,,,,,,,R,CAN
Victor Estrella,49,34,14,12,4,9,5,3,173,96,71,775,0.3472403474376172,0.39843142338605136,0.18103448275862066,80,25,34.9,,,,,,,,Victor Estrella,3.0,,,,,3.0,,,R,DOM
Victor Hanescu,49,34,11,12,3,8,5,2,198,97,65,949,0.39172721464333515,0.393331521899861,0.38091542845511905,74,24,29.7,http://www.atpworldtour.com/en/players/victor-hanescu/h528/overview,"Bucharest, Romania","Bucharest, Romania",1981-07-21,2000.0,88.0,One-Handed Backhand,Victor Hanescu,1.0,,,,,1.0,,,R,ROU
Viktor Troicki,47,34,14,12,10,6,4,3,193,103,39,1326,0.4742118704414254,0.4803655184902821,0.151673640167364,77,25,30.8,http://www.atpworldtour.com/en/players/viktor-troicki/t840/overview,"Belgrade, Serbia","Belgrade, Serbia",1986-02-10,2006.0,86.0,Two-Handed Backhand,Viktor Troicki,5.0,,,,,2.0,,3.0,R,SRB
Vincent Spadea,45,28,14,11,2,11,7,3,183,95,63,706,0.33733540764790765,0.30518324268324265,0.022727272727272728,78,23,32.5,http://www.atpworldtour.com/en/players/vincent-spadea/s544/overview,"Boca Raton, Florida, USA","Chicago, Illinois, USA",1974-07-19,1993.0,77.0,Two-Handed Backhand,,,,,,,,,,R,USA
Xavier Malisse,43,32,15,11,7,5,3,2,185,95,64,793,0.458214181090195,0.46358109857358454,0.3490515390121689,71,23,32.9,http://www.atpworldtour.com/en/players/xavier-malisse/m680/overview,"Sarasota, Florida, USA","Kortrijk, Belgium",1980-07-19,1998.0,83.0,Two-Handed Backhand,Xavier Malisse,2.0,,,,,,,2.0,R,BEL
Yen Hsun Lu,48,34,14,12,4,9,6,4,180,124,83,700,0.34168214014137377,0.34542865944176365,0.22139084507042253,79,24,28.3,,,,,,,,,,,,,,,,,R,TPE
